dataset,uuid,status,markers,open_count,open_placeholder,open_meta,open_junk,open_short,texts_json
251101_THD-CX,ndcz1vrrpvx0017j,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/",2,0,0,0,2,"[""Accountant"", ""1""]"
251101_THD-CX,hv13xh1qcsqhvcfq,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave2,/RegionQuota/REGION_catchall,/Age",2,0,0,0,2,"[""Consultany"", ""1""]"
251101_THD-CX,ap1x4rm9t54ca8q7,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/RegionQuota/J1I5b,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/",2,0,0,0,2,"[""House cleaning"", ""1""]"
251101_THD-CX,0nb3q4taw1xk1uq3,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave2,/AgeQuota/QMu8u,/TotalQuota/To",2,0,0,0,2,"[""Home builder"", ""1""]"
251101_THD-CX,n8w3wbhpu2jm1u3m,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/RegionQuota/JEieL,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,w",2,0,0,0,2,"[""Engineer"", ""1""]"
251101_THD-CX,6s8q5pxe2vdg6mp2,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,/AgeQuota/rb2u9,/TotalQuota/To",2,0,0,0,2,"[""Owner /operator"", ""1""]"
251101_THD-CX,qugjv4qavhvwt8v0,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/Newq13BalancingQuota/AVCDA,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/AgeQuota/QMu8u,/TotalQuota/To",2,0,0,0,2,"[""Engineer / Designer"", ""1""]"
251101_THD-CX,xpxeg3nq5wwurhu6,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/RegionQuota/JEieL,/FlagTrackingQuota/hHCyO/THD,wave2,/AgeQuota/r",3,0,0,0,3,"[""Teacher"", ""Teacher"", ""1""]"
251101_THD-CX,8snp7za4dhzebd2q,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,/Ag",2,0,0,0,2,"[""Everything"", ""1""]"
251101_THD-CX,y0xkpcyp5aexwu5e,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrackingQuota/Z5GQJ,/Ag",2,0,0,0,2,"[""Customer Service"", ""1""]"
251101_THD-CX,npwv3zzw820yt2wy,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/Total,20251",2,0,0,0,2,"[""handyman"", ""1""]"
251101_THD-CX,mnqdenndnutzfd0c,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/Total,20251",2,0,0,0,2,"[""Automotive Parts"", ""1""]"
251101_THD-CX,446dhjpnz52wf8ws,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/Total,20251210_12:15_v6,/Ge",2,0,0,0,2,"[""Resaler"", ""1""]"
251101_THD-CX,hc978226mbq8nfn0,0,"qualified,/WaveBalancingQuota/wave1/TFG,/AgeQuota/QMu8u,/GenderTrackingQuota/Z5GQJ,/SampleSourceQuota/TFG,/RegionQuota/JEieL,/Newq13BalancingQuota/jZt1R,/Newq13BalancingQuota/Qqm2H,wave1,/CLASSIFYQuota/SvfXz/TFG,/TotalQu",2,0,0,0,2,"[""Operations manager"", ""0""]"
251101_THD-CX,wj4a3ycrs7gzy34f,0,"qualified,/WaveBalancingQuota/wave2/TFG,/RegionQuota/J1I5b,/AgeQuota/QMu8u,/SampleSourceQuota/TFG,/Newq13BalancingQuota/Qqm2H,wave2,/CLASSIFYQuota/SvfXz/TFG,/TotalQuota/Total,20251210_12:15_v6,/GenderTrackingQuota/B5urF,",2,0,0,0,2,"[""Laborer"", ""0""]"
251101_THD-CX,jaungrwz9vx4ux2n,0,"qualified,/RegionQuota/ERwJh,/WaveBalancingQuota/wave1/TFG,/AgeQuota/QMu8u,/CLASSIFYQuota/jXltp/TFG,/Newq13BalancingQuota/AVCDA,/SampleSourceQuota/TFG,/Newq13BalancingQuota/Qqm2H,wave1,/TotalQuota/Total,20251210_12:15_v6",2,0,0,0,2,"[""Home builder"", ""0""]"
251101_THD-CX,1fyj41ktqxv1062t,0,"qualified,/SampleSourceQuota/THD,/CLASSIFYQuota/jXltp/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/AgeQuota/DAuWQ,wave1,/FlagTrackingQuota/hHCyO/THD,/TotalQuota/Total,2025121",2,0,0,0,2,"[""Purchasing Manager"", ""0""]"
251101_THD-CX,q70aja2t9sxpzc5p,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrackingQuota/Z5GQJ,/Ag",2,0,0,0,2,"[""chemicals"", ""1""]"
251101_THD-CX,ha4x709gwka7qu00,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/FlagTrackingQuota/hHCyO/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/AgeQuota/DAuWQ,wave2,/GenderTrackin",2,0,0,0,2,"[""manager"", ""1""]"
251101_THD-CX,atwuyqw6ztjajm6c,0,"qualified,/RegionQuota/ERwJh,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/Newq13BalancingQuota/AVCDA,/AgeQuota/DAuWQ,/WaveBalancingQuota/wave1/THD,/Fl",2,0,0,0,2,"[""Insulation"", ""1""]"
251101_THD-CX,g2fhwqrp85qb6qqj,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrac",2,0,0,0,2,"[""Solar & Roofing"", ""1""]"
251101_THD-CX,v17xw1hnunb0vp1k,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrackingQuota/Z5GQJ,/AgeQuota/rb2u9,/TotalQuota/Tot",2,0,0,0,2,"[""Property Manager"", ""1""]"
251101_THD-CX,r80f4ekqvtp2tut4,0,"qualified,/RegionQuota/ERwJh,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/FlagTrackingQuota/hHCyO/THD,wave2,/TotalQuota",2,0,0,0,2,"[""Refrigerator shop"", ""1""]"
251101_THD-CX,g4j1v2mrwn7ukrn8,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,wave2,/AgeQuota/rb2u9,/TotalQuota/Total,20251210_12:15_v6,/Gende",2,0,0,0,2,"[""general maintenance"", ""1""]"
251101_THD-CX,244mrufz2tp262am,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/FlagTrackingQuota/hHCyO/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/Newq13BalancingQuota/jZt1R,/AgeQuota/DAuWQ,wave2,/RegionQuota/REGI",2,0,0,0,2,"[""Purchaser"", ""1""]"
251101_THD-CX,fs656w57kqtqj2d2,0,"qualified,/RegionQuota/ERwJh,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrackingQuota/Z5GQJ,/AgeQuota/rb",2,0,0,0,2,"[""Airbnb host"", ""1""]"
251101_THD-CX,zsakhur5hfcf6y1h,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/Newq13BalancingQuota/AVCDA,/AgeQuota/DAuWQ,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/To",2,0,0,0,2,"[""shed builder"", ""1""]"
251101_THD-CX,2b7b52110nn0d4en,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/FlagTrackingQuota/hHCyO/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/AgeQuota/DAuWQ,wave2,/TotalQuota/Total,20251",2,0,0,0,2,"[""Manager"", ""1""]"
251101_THD-CX,3g951rt6fpyr1083,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/AgeQuota/rb2u9,/TotalQuota/Total,20251",2,0,0,0,2,"[""GC"", ""1""]"
251101_THD-CX,8gy7x7u9jsxe061u,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/RegionQuota/REGION_catchall,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave2,/WaveBalancingQuota/wave2/THD,/",2,0,0,0,2,"[""DIY Homeowner"", ""1""]"
251101_THD-CX,gfgt686j8nyg5zpq,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/Newq13BalancingQuota/AVCDA,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/AgeQuota/r",2,0,0,0,2,"[""Bathroom remodel"", ""1""]"
251101_THD-CX,4f9r6g5juktzm8y9,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/FlagTrackingQuota/hHCyO/THD,wave2,/AgeQuota/rb2u9,/TotalQuota/To",2,0,0,0,2,"[""Investor"", ""1""]"
251101_THD-CX,914gvfu6npkuj5ky,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/Total,20251210_12:15_v6,/Ge",2,0,0,0,2,"[""AGRICULTURE/FARMER"", ""1""]"
251101_THD-CX,95z7k77v0fae4uas,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave2,/RegionQuota/REGION_catchall,/Age",2,0,0,0,2,"[""Store owner"", ""1""]"
251101_THD-CX,qjd1aae9ua9c4y7u,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrackingQuota/Z5GQJ,/AgeQuota/rb2u9,/TotalQuota/Tot",2,0,0,0,2,"[""fabrication"", ""1""]"
251101_THD-CX,cpgdu0r3ywem21qv,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/GenderTrackingQuota/xc8N6,/Newq13BalancingQuota/Qqm2H,/Newq13BalancingQuota/AVCDA,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/Ag",2,0,0,0,2,"[""Property Manager"", ""1""]"
251101_THD-CX,pknmv9yrvmuqpk1u,0,"qualified,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,/CLASSIFYQuota/SvfXz/THD,/AgeQuota/rb2u9,/TotalQuota/Total,2025121",2,0,0,0,2,"[""Home owner"", ""0""]"
251101_THD-CX,ja8kzb9unsnxsf1g,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,wave2,/AgeQuota/rb2u9,/TotalQuota/Total,20251210_12:15_v6,/Gende",2,0,0,0,2,"[""Math Teacher"", ""1""]"
251101_THD-CX,sg00p4kajaxy39sz,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/RegionQuota/JEieL,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave2,/AgeQuota/r",2,0,0,0,2,"[""General Contractor"", ""1""]"
251101_THD-CX,66yx4hnnp5nudpet,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,/AgeQuota/rb2u9,/TotalQuota/Total,20251",2,0,0,0,2,"[""logistical Manager"", ""1""]"
251101_THD-CX,qhpbj78fx4ybfdk1,0,"qualified,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,/CLASSIFYQuota/SvfXz/THD,wave2,/AgeQuota/rb2u9,/TotalQuota/Total,20251210_12:15_v6,/GenderTrackingQu",2,0,0,0,2,"[""small projects"", ""0""]"
251101_THD-CX,933bzfgwnakuqxxg,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/RegionQuota/JEieL,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrackingQuota/Z5GQJ,/AgeQuota/rb",2,0,0,0,2,"[""Books"", ""1""]"
251101_THD-CX,chejayf7e382c88g,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/Newq13BalancingQuota/AVCDA,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota",2,0,0,0,2,"[""Property Supervisor"", ""1""]"
251101_THD-CX,kf5yu2es2h67833s,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/",2,0,0,0,2,"[""communications construction"", ""1""]"
251101_THD-CX,3vhp5zvvuzwdsufy,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/AgeQuota/DAuWQ,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/To",2,0,0,0,2,"[""Supervisor"", ""1""]"
251101_THD-CX,0459gcd06mx1xvdz,0,"qualified,/RegionQuota/ERwJh,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/",2,0,0,0,2,"[""reseller"", ""1""]"
251101_THD-CX,khbuacz8xfef4axy,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/FlagTrackingQuota/hHCyO/THD,wave2,/TotalQuota/Total,20251210_12:15_v6,/Gende",2,0,0,0,2,"[""handy man"", ""1""]"
251101_THD-CX,f8fxuvypfntvg8zq,0,"qualified,/RegionQuota/rNO9b,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/TotalQuota/Total,20251",2,0,0,0,2,"[""Home handyman"", ""1""]"
251101_THD-CX,ve9krmpjh5105w88,0,"qualified,/RegionQuota/ERwJh,/SampleSourceQuota/THD,/CLASSIFYQuota/Other_THD_sample/THD,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/FlagTrackingQuota/hHCyO/THD,wave2,/GenderTrac",2,0,0,0,2,"[""Investor"", ""1""]"
251101_THD-CX,61xqvxjwnt7khcwe,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/Newq13BalancingQuota/Qqm2H,/RegionQuota/REGION_catchall,/WaveBalancingQuota/wave1/THD,20260122_10:34_v7,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota",2,0,0,0,2,"[""Dyi.. Handyman"", ""1""]"
251101_THD-CX,2s0qs9zyrs5p7ux7,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,20260122_10:34_v7,/FlagTracking",2,0,0,0,2,"[""Retired"", ""1""]"
251101_THD-CX,zwnk0j2b2nn27fn0,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/TotalQuota/Total,/AgeQuota/rdqNR,/RegionQuota/JEieL,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,20260",2,0,0,0,2,"[""Auto repair"", ""1""]"
251101_THD-CX,4arkv223png80nj2,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/TotalQuota/Total,/AgeQuota/rdqNR,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,20260122_10:53_v8,/Gende",2,0,0,0,2,"[""Consultant"", ""1""]"
251101_THD-CX,0uukqx6cx9s3q0dk,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/TotalQuota/Total,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave1/THD,/Newq13BalancingQuota/jZt1R,/FlagTrackingQuota/hHCyO/THD,wave1,/AgeQuota/rb",2,0,0,0,2,"[""General contractor"", ""1""]"
251101_THD-CX,hqgptssxxf8yy4yp,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/TotalQuota/Total,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/Newq13BalancingQuota/AVCDA,/RegionQuota/JEieL,/FlagTrackingQuota/hHCyO/THD",2,0,0,0,2,"[""Trades foreman"", ""1""]"
251101_THD-CX,dtks4qf86zd88xx3,0,"qualified,/SampleSourceQuota/THD,/TotalQuota/Total,/Newq13BalancingQuota/Qqm2H,/Newq13BalancingQuota/AVCDA,/WaveBalancingQuota/wave1/THD,/FlagTrackingQuota/hHCyO/THD,wave1,/CLASSIFYQuota/SvfXz/THD,/AgeQuota/rb2u9,2026012",2,0,0,0,2,"[""owner opperator"", ""0""]"
251101_THD-CX,d55gaetvmwgx06un,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/TotalQuota/Total,/RegionQuota/J1I5b,/Newq13BalancingQuota/Qqm2H,/GenderTrackingQuota/Z5GQJ,/Newq13BalancingQuota/AVCDA,/WaveBalancingQuota/wave1/THD,/",2,0,0,0,2,"[""Home Builder"", ""1""]"
251101_THD-CX,rf6kue44cwycq1g4,0,"qualified,/CLASSIFYQuota/Other_THD_sample/THD,/SampleSourceQuota/THD,/TotalQuota/Total,/Newq13BalancingQuota/Qqm2H,/WaveBalancingQuota/wave2/THD,/RegionQuota/JEieL,/FlagTrackingQuota/hHCyO/THD,wave2,20260122_10:53_v8,/Ge",2,0,0,0,2,"[""Metal fabricator"", ""1""]"
